"Volume_Name","Volume_Type","Runway_Name","Point_Sequence","Latitude","Longitude","Min_Altitude","Max_Altitude"
"27L_Landing","PLT","R27L",5,0.898194,-0.00757577,-152.400009155273,609.600036621094
"27L_N_Base_1a","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,1432.56005859375
"27L_N_Base_1a","PLT","R27L",2,0.899981,-0.00572548,-152.400009155273,1432.56005859375
"27L_N_Base_1a","PLT","R27L",3,0.899985,-0.00292859,-152.400009155273,1432.56005859375
"27L_N_Base_1a","PLT","R27L",4,0.898242,-0.0029248,-152.400009155273,1432.56005859375
"27L_N_Base_1a","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,1432.56005859375
"27L_N_Base_1b","PLT","R27L",1,0.898242,-0.0029248,-152.400009155273,1737.35998535156
"27L_N_Base_1b","PLT","R27L",2,0.899985,-0.00292859,-152.400009155273,1737.35998535156
"27L_N_Base_1b","PLT","R27L",3,0.899986,-0.00106399,-152.400009155273,1737.35998535156
"27L_N_Base_1b","PLT","R27L",4,0.898243,-0.00106427,-152.400009155273,1737.35998535156
"27L_N_Base_1b","PLT","R27L",5,0.898242,-0.0029248,-152.400009155273,1737.35998535156
"27L_N_Base_1c","PLT","R27L",1,0.898243,-0.00106427,-152.400009155273,2042.16003417969
"27L_N_Base_1c","PLT","R27L",2,0.899986,-0.00106399,-152.400009155273,2042.16003417969
"27L_N_Base_1c","PLT","R27L",3,0.899979,0.00406361,-152.400009155273,2042.16003417969
"27L_N_Base_1c","PLT","R27L",4,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_N_Base_1c","PLT","R27L",5,0.898243,-0.00106427,-152.400009155273,2042.16003417969
"27L_N_Base_2","PLT","R27L",1,0.899981,-0.00572548,-152.400009155273,2042.16003417969
"27L_N_Base_2","PLT","R27L",2,0.899979,0.00406361,-152.400009155273,2042.16003417969
"27L_N_Base_2","PLT","R27L",3,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_N_Base_2","PLT","R27L",4,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_N_Base_2","PLT","R27L",5,0.899981,-0.00572548,-152.400009155273,2042.16003417969
"27L_N_Ext_Base","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2286
"27L_N_Ext_Base","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2286
"27L_N_Ext_Base","PLT","R27L",3,0.896493,0.00404071,-152.400009155273,2286
"27L_N_Ext_Base","PLT","R27L",4,0.896495,-0.00570573,-152.400009155273,2286
"27L_N_Ext_Base","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2286
"27L_N_Ext_Inter","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2286
"27L_N_Ext_Inter","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2286
"27L_N_Ext_Inter","PLT","R27L",3,0.896493,0.00404071,-152.400009155273,2286
"27L_N_Ext_Inter","PLT","R27L",4,0.896495,-0.00570573,-152.400009155273,2286
"27L_N_Ext_Inter","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2286
"27L_N_Intercept","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_N_Intercept","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_N_Intercept","PLT","R27L",3,0.899979,0.00406361,-152.400009155273,2042.16003417969
"27L_N_Intercept","PLT","R27L",4,0.899981,-0.00572548,-152.400009155273,2042.16003417969
"27L_N_Intercept","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_S_Base_1a","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,1432.56005859375
"27L_S_Base_1a","PLT","R27L",2,0.896495,-0.00570573,-152.400009155273,1432.56005859375
"27L_S_Base_1a","PLT","R27L",3,0.896499,-0.00292102,-152.400009155273,1432.56005859375
"27L_S_Base_1a","PLT","R27L",4,0.898242,-0.0029248,-152.400009155273,1432.56005859375
"27L_S_Base_1a","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,1432.56005859375
"27L_S_Base_1b","PLT","R27L",1,0.898242,-0.0029248,-152.400009155273,1737.35998535156
"27L_S_Base_1b","PLT","R27L",2,0.896499,-0.00292102,-152.400009155273,1737.35998535156
"27L_S_Base_1b","PLT","R27L",3,0.8965,-0.00106455,-152.400009155273,1737.35998535156
"27L_S_Base_1b","PLT","R27L",4,0.898243,-0.00106427,-152.400009155273,1737.35998535156
"27L_S_Base_1b","PLT","R27L",5,0.898242,-0.0029248,-152.400009155273,1737.35998535156
"27L_S_Base_1c","PLT","R27L",1,0.898243,-0.00106427,-152.400009155273,2042.16003417969
"27L_S_Base_1c","PLT","R27L",2,0.8965,-0.00106455,-152.400009155273,2042.16003417969
"27L_S_Base_1c","PLT","R27L",3,0.896493,0.00404071,-152.400009155273,2042.16003417969
"27L_S_Base_1c","PLT","R27L",4,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_S_Base_1c","PLT","R27L",5,0.898243,-0.00106427,-152.400009155273,2042.16003417969
"27L_S_Base_2","PLT","R27L",1,0.896495,-0.00570573,-152.400009155273,2042.16003417969
"27L_S_Base_2","PLT","R27L",2,0.896493,0.00404071,-152.400009155273,2042.16003417969
"27L_S_Base_2","PLT","R27L",3,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_S_Base_2","PLT","R27L",4,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_S_Base_2","PLT","R27L",5,0.896495,-0.00570573,-152.400009155273,2042.16003417969
"27L_S_Ext_Base","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2286
"27L_S_Ext_Base","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2286
"27L_S_Ext_Base","PLT","R27L",3,0.899979,0.00406361,-152.400009155273,2286
"27L_S_Ext_Base","PLT","R27L",4,0.899981,-0.00572548,-152.400009155273,2286
"27L_S_Ext_Base","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2286
"27L_S_Ext_Inter","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2286
"27L_S_Ext_Inter","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2286
"27L_S_Ext_Inter","PLT","R27L",3,0.899979,0.00406361,-152.400009155273,2286
"27L_S_Ext_Inter","PLT","R27L",4,0.899981,-0.00572548,-152.400009155273,2286
"27L_S_Ext_Inter","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2286
"27L_S_Intercept","PLT","R27L",1,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_S_Intercept","PLT","R27L",2,0.898236,0.00405213,-152.400009155273,2042.16003417969
"27L_S_Intercept","PLT","R27L",3,0.896493,0.00404071,-152.400009155273,2042.16003417969
"27L_S_Intercept","PLT","R27L",4,0.896495,-0.00570573,-152.400009155273,2042.16003417969
"27L_S_Intercept","PLT","R27L",5,0.898238,-0.00571559,-152.400009155273,2042.16003417969
"27L_Switch","PLT","R27L",1,0.898311,-0.00757671,-152.400009155273,2042.16003417969
"27L_Switch","PLT","R27L",2,0.89839,-0.00757734,-152.400009155273,2042.16003417969
"27L_Switch","PLT","R27L",3,0.898393,0.00405316,-152.400009155273,2042.16003417969
"27L_Switch","PLT","R27L",4,0.898315,0.00405264,-152.400009155273,2042.16003417969
"27L_Switch","PLT","R27L",5,0.898311,-0.00757671,-152.400009155273,2042.16003417969
"27L_W_0DME","PLT","R27L",1,0.89649,-0.00756218,-152.400009155273,2286
"27L_W_0DME","PLT","R27L",2,0.899976,-0.00759006,-152.400009155273,2286
"27L_W_0DME","PLT","R27L",3,0.899973,-0.00852233,-152.400009155273,2286
"27L_W_0DME","PLT","R27L",4,0.896487,-0.00849039,-152.400009155273,2286
"27L_W_0DME","PLT","R27L",5,0.89649,-0.00756218,-152.400009155273,2286
"27L_W_4DME","PLT","R27L",1,0.899981,-0.00572548,-152.400009155273,2286
"27L_W_4DME","PLT","R27L",2,0.899973,-0.00852233,-152.400009155273,2286
"27L_W_4DME","PLT","R27L",3,0.896487,-0.00849039,-152.400009155273,2286
"27L_W_4DME","PLT","R27L",4,0.896495,-0.00570573,-152.400009155273,2286
"27L_W_4DME","PLT","R27L",5,0.899981,-0.00572548,-152.400009155273,2286
"27R_Climb_Out","PLT","R27R",1,0.89758,-0.00848415,-152.400009155273,2286
"27R_Climb_Out","PLT","R27R",2,0.899323,-0.00850054,-152.400009155273,2286
"27R_Climb_Out","PLT","R27R",3,0.899335,-0.0038429,-152.400009155273,2286
"27R_Climb_Out","PLT","R27R",4,0.897592,-0.00383667,-152.400009155273,2286
"27R_Climb_Out","PLT","R27R",5,0.89758,-0.00848415,-152.400009155273,2286
"27R_GT_1_N","PLT","R27R",1,0.898742,-0.00849506,-152.400009155273,2286
"27R_GT_1_N","PLT","R27R",2,0.89875,0.00407146,-152.400009155273,2286
"27R_GT_1_N","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2286
"27R_GT_1_N","PLT","R27R",4,0.900195,-0.00850876,-152.400009155273,2286
"27R_GT_1_N","PLT","R27R",5,0.898742,-0.00849506,-152.400009155273,2286
"27R_GT_1_S","PLT","R27R",1,0.898161,-0.0084896,-152.400009155273,2286
"27R_GT_1_S","PLT","R27R",2,0.898169,0.00406778,-152.400009155273,2286
"27R_GT_1_S","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2286
"27R_GT_1_S","PLT","R27R",4,0.896709,-0.00847598,-152.400009155273,2286
"27R_GT_1_S","PLT","R27R",5,0.898161,-0.0084896,-152.400009155273,2286
"27R_GT_3_N","PLT","R27R",1,0.899323,-0.00850054,-152.400009155273,2286
"27R_GT_3_N","PLT","R27R",2,0.899331,0.00407515,-152.400009155273,2286
"27R_GT_3_N","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2286
"27R_GT_3_N","PLT","R27R",4,0.900195,-0.00850876,-152.400009155273,2286
"27R_GT_3_N","PLT","R27R",5,0.899323,-0.00850054,-152.400009155273,2286
"27R_GT_3_S","PLT","R27R",1,0.89758,-0.00848415,-152.400009155273,2286
"27R_GT_3_S","PLT","R27R",2,0.897588,0.00406411,-152.400009155273,2286
"27R_GT_3_S","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2286
"27R_GT_3_S","PLT","R27R",4,0.896709,-0.00847598,-152.400009155273,2286
"27R_GT_3_S","PLT","R27R",5,0.89758,-0.00848415,-152.400009155273,2286
"27R_GWCS_ILS","GWCS","R27R",1,0.898416,-0.00756151,-152.400009155273,2042.16003417969
"27R_GWCS_ILS","GWCS","R27R",2,0.898494,-0.00756216,-152.400009155273,2042.16003417969
"27R_GWCS_ILS","GWCS","R27R",3,0.898501,0.00267404,-152.400009155273,2042.16003417969
"27R_GWCS_ILS","GWCS","R27R",4,0.898423,0.00267368,-152.400009155273,2042.16003417969
"27R_GWCS_ILS","GWCS","R27R",5,0.898416,-0.00756151,-152.400009155273,2042.16003417969
"27R_ILS","PLT","R27R",1,0.898421,-0.00570058,-152.400009155273,2042.16003417969
"27R_ILS","PLT","R27R",2,0.898499,-0.00570105,-152.400009155273,2042.16003417969
"27R_ILS","PLT","R27R",3,0.898498,0.00406987,-152.400009155273,2042.16003417969
"27R_ILS","PLT","R27R",4,0.89842,0.00406937,-152.400009155273,2042.16003417969
"27R_ILS","PLT","R27R",5,0.898421,-0.00570058,-152.400009155273,2042.16003417969
"27R_Landing","PLT","R27R",1,0.898416,-0.00756151,-152.400009155273,609.600036621094
"27R_Landing","PLT","R27R",2,0.898494,-0.00756216,-152.400009155273,609.600036621094
"27R_Landing","PLT","R27R",3,0.898499,-0.00570105,-152.400009155273,609.600036621094
"27R_Landing","PLT","R27R",4,0.898421,-0.00570058,-152.400009155273,609.600036621094
"27R_Landing","PLT","R27R",5,0.898416,-0.00756151,-152.400009155273,609.600036621094
"27R_N_Base_1a","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,1432.56005859375
"27R_N_Base_1a","PLT","R27R",2,0.900203,-0.00571113,-152.400009155273,1432.56005859375
"27R_N_Base_1a","PLT","R27R",3,0.900208,-0.00291346,-152.400009155273,1432.56005859375
"27R_N_Base_1a","PLT","R27R",4,0.898465,-0.00290926,-152.400009155273,1432.56005859375
"27R_N_Base_1a","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,1432.56005859375
"27R_N_Base_1b","PLT","R27R",1,0.898465,-0.00290926,-152.400009155273,1737.35998535156
"27R_N_Base_1b","PLT","R27R",2,0.900208,-0.00291346,-152.400009155273,1737.35998535156
"27R_N_Base_1b","PLT","R27R",3,0.900209,-0.00104834,-152.400009155273,1737.35998535156
"27R_N_Base_1b","PLT","R27R",4,0.898466,-0.00104821,-152.400009155273,1737.35998535156
"27R_N_Base_1b","PLT","R27R",5,0.898465,-0.00290926,-152.400009155273,1737.35998535156
"27R_N_Base_1c","PLT","R27R",1,0.898466,-0.00104821,-152.400009155273,2042.16003417969
"27R_N_Base_1c","PLT","R27R",2,0.900209,-0.00104834,-152.400009155273,2042.16003417969
"27R_N_Base_1c","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2042.16003417969
"27R_N_Base_1c","PLT","R27R",4,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_N_Base_1c","PLT","R27R",5,0.898466,-0.00104821,-152.400009155273,2042.16003417969
"27R_N_Base_2","PLT","R27R",1,0.900203,-0.00571113,-152.400009155273,2042.16003417969
"27R_N_Base_2","PLT","R27R",2,0.900202,0.0040807,-152.400009155273,2042.16003417969
"27R_N_Base_2","PLT","R27R",3,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_N_Base_2","PLT","R27R",4,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_N_Base_2","PLT","R27R",5,0.900203,-0.00571113,-152.400009155273,2042.16003417969
"27R_N_Ext_Base","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2286
"27R_N_Ext_Base","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2286
"27R_N_Ext_Base","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2286
"27R_N_Ext_Base","PLT","R27R",4,0.896717,-0.00569054,-152.400009155273,2286
"27R_N_Ext_Base","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2286
"27R_N_Ext_Inter","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2286
"27R_N_Ext_Inter","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2286
"27R_N_Ext_Inter","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2286
"27R_N_Ext_Inter","PLT","R27R",4,0.896717,-0.00569054,-152.400009155273,2286
"27R_N_Ext_Inter","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2286
"27R_N_Intercept","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_N_Intercept","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_N_Intercept","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2042.16003417969
"27R_N_Intercept","PLT","R27R",4,0.900203,-0.00571113,-152.400009155273,2042.16003417969
"27R_N_Intercept","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_S_Base_1a","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,1432.56005859375
"27R_S_Base_1a","PLT","R27R",2,0.896717,-0.00569054,-152.400009155273,1432.56005859375
"27R_S_Base_1a","PLT","R27R",3,0.896721,-0.00290507,-152.400009155273,1432.56005859375
"27R_S_Base_1a","PLT","R27R",4,0.898465,-0.00290926,-152.400009155273,1432.56005859375
"27R_S_Base_1a","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,1432.56005859375
"27R_S_Base_1b","PLT","R27R",1,0.898465,-0.00290926,-152.400009155273,1737.35998535156
"27R_S_Base_1b","PLT","R27R",2,0.896721,-0.00290507,-152.400009155273,1737.35998535156
"27R_S_Base_1b","PLT","R27R",3,0.896722,-0.00104807,-152.400009155273,1737.35998535156
"27R_S_Base_1b","PLT","R27R",4,0.898466,-0.00104821,-152.400009155273,1737.35998535156
"27R_S_Base_1b","PLT","R27R",5,0.898465,-0.00290926,-152.400009155273,1737.35998535156
"27R_S_Base_1c","PLT","R27R",1,0.898466,-0.00104821,-152.400009155273,2042.16003417969
"27R_S_Base_1c","PLT","R27R",2,0.896722,-0.00104807,-152.400009155273,2042.16003417969
"27R_S_Base_1c","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2042.16003417969
"27R_S_Base_1c","PLT","R27R",4,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_S_Base_1c","PLT","R27R",5,0.898466,-0.00104821,-152.400009155273,2042.16003417969
"27R_S_Base_2","PLT","R27R",1,0.896717,-0.00569054,-152.400009155273,2042.16003417969
"27R_S_Base_2","PLT","R27R",2,0.896716,0.00405861,-152.400009155273,2042.16003417969
"27R_S_Base_2","PLT","R27R",3,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_S_Base_2","PLT","R27R",4,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_S_Base_2","PLT","R27R",5,0.896717,-0.00569054,-152.400009155273,2042.16003417969
"27R_S_Ext_Base","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2286
"27R_S_Ext_Base","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2286
"27R_S_Ext_Base","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2286
"27R_S_Ext_Base","PLT","R27R",4,0.900203,-0.00571113,-152.400009155273,2286
"27R_S_Ext_Base","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2286
"27R_S_Ext_Inter","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2286
"27R_S_Ext_Inter","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2286
"27R_S_Ext_Inter","PLT","R27R",3,0.900202,0.0040807,-152.400009155273,2286
"27R_S_Ext_Inter","PLT","R27R",4,0.900203,-0.00571113,-152.400009155273,2286
"27R_S_Ext_Inter","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2286
"27R_S_Intercept","PLT","R27R",1,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_S_Intercept","PLT","R27R",2,0.898459,0.00406962,-152.400009155273,2042.16003417969
"27R_S_Intercept","PLT","R27R",3,0.896716,0.00405861,-152.400009155273,2042.16003417969
"27R_S_Intercept","PLT","R27R",4,0.896717,-0.00569054,-152.400009155273,2042.16003417969
"27R_S_Intercept","PLT","R27R",5,0.89846,-0.00570082,-152.400009155273,2042.16003417969
"27R_Switch","PLT","R27R",1,0.898377,-0.00756119,-152.400009155273,2042.16003417969
"27R_Switch","PLT","R27R",2,0.898298,-0.00756054,-152.400009155273,2042.16003417969
"27R_Switch","PLT","R27R",3,0.898302,0.00406863,-152.400009155273,2042.16003417969
"27R_Switch","PLT","R27R",4,0.898381,0.00406912,-152.400009155273,2042.16003417969
"27R_Switch","PLT","R27R",5,0.898377,-0.00756119,-152.400009155273,2042.16003417969
"27R_W_0DME","PLT","R27R",1,0.896712,-0.00754751,-152.400009155273,2286
"27R_W_0DME","PLT","R27R",2,0.900198,-0.00757622,-152.400009155273,2286
"27R_W_0DME","PLT","R27R",3,0.900195,-0.00850876,-152.400009155273,2286
"27R_W_0DME","PLT","R27R",4,0.896709,-0.00847598,-152.400009155273,2286
"27R_W_0DME","PLT","R27R",5,0.896712,-0.00754751,-152.400009155273,2286
"27R_W_4DME","PLT","R27R",1,0.900203,-0.00571113,-152.400009155273,2286
"27R_W_4DME","PLT","R27R",2,0.900195,-0.00850876,-152.400009155273,2286
"27R_W_4DME","PLT","R27R",3,0.896709,-0.00847598,-152.400009155273,2286
"27R_W_4DME","PLT","R27R",4,0.896717,-0.00569054,-152.400009155273,2286
"27R_W_4DME","PLT","R27R",5,0.900203,-0.00571113,-152.400009155273,2286
